company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
WEBSITE SEO AI LTD,14794536,Active,Private limited company,,,2023-04-12,,,62012,"Flat 4, 57, Highland Court Cudworth Street London E1 5QU United Kingdom"
ALITICAL AI LIMITED,15458036,Active,Private limited company,,,2024-01-31,,,62020,8 Hall Avenue Jump Barnsley S74 0JG England
LEGAL AI II LIMITED,15805604,Active,Private limited company,,,2024-06-27,,,58290,Principal House Parsonage Business Park Parsonage Road Horsham RH12 4AL United Kingdom
AI DESIGNATED SERVICES LIMITED,14800194,Dissolved,Private limited company,,2024-07-09,2023-04-13,,,62020,220 Belvedere Row Apartments Fountain Park Way London W12 7LD England
GENERATION AI LTD,14627510,Dissolved,Private limited company,,2024-07-09,2023-01-31,,,58290 62012,128 City Road London EC1V 2NX United Kingdom
CYBER AI LTD,14635080,Dissolved,Private limited company,,2024-07-09,2023-02-02,,,62020,86-90 Paul Street London EC2A 4NE United Kingdom
PAINCURE AI LTD,15816081,Active,Private limited company,,,2024-07-03,,,62012,35 Dakin Close Maidenbower Crawley RH10 7LJ England
AI EDUCATE LTD,15804889,Active,Private limited company,,,2024-06-26,,,82990,320 Firecrest Court Warrington WA1 1RG United Kingdom
LEXICON AI LTD,15035471,Dissolved,Private limited company,,2024-07-02,2023-07-28,,,58290 62011,12a Challoner Street London W14 9LD England
AI DUO LTD,15803677,Active,Private limited company,,,2024-06-26,,,62012,The Cottage Cross Green Bury St. Edmunds IP29 4EF United Kingdom
BRILLIANT AI TECHNOLOGIES LTD,14883046,Active,Private limited company,,,2023-05-20,,,58290 62012,5 Brayford Square London E1 0SG England
ENIGMATICA AI LTD,15812410,Active,Private limited company,,,2024-07-01,,,62020,25a Portsmouth Road Southampton SO19 9BA England
DTFVG AI QUANTITATIVE LIMITED,15811601,Active,Private limited company,,,2024-07-01,,,63110 64304 66120,24c 51 Lime Street London EC3M 7DQ United Kingdom
LLAMA AI LTD,15806526,Active,Private limited company,,,2024-06-27,,,58290 62011 62012 62030,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
BEE AI LTD,15773185,Active,Private limited company,,,2024-06-12,,,47910,42 Elvian House Nixey Close Slough SL1 1GN England
AI ETHICALS LTD,14905446,Active,Private limited company,,,2023-05-31,,,62020 70229,20 Wenlock Road London N1 7GU England
ROLLINSON AI LIMITED,14922057,Active,Private limited company,,,2023-06-07,,,86900,57 Hull Road Cottingham HU16 4PT England
NOTTINGHAM GENERATIVE AI LIMITED,15819070,Active,Private limited company,,,2024-07-04,,,62020,29 Royal Standard House Royal Standard Hill Nottingham NG1 6FX United Kingdom
YORKSHIRE AI LABS (ALPHA) LIMITED,14964595,Active,Private limited company,,,2023-06-27,,,64209,11 Paradise Square Sheffield S1 2DE England
YORKSHIRE AI LABS (NOMINEES) LIMITED,14963698,Active,Private limited company,,,2023-06-27,,,64209 64304,11 Paradise Square Sheffield S1 2DE England
WISSEN AI LTD,15819311,Active,Private limited company,,,2024-07-04,,,62012,44 Waverley Road London E18 1HX England
GREEN ARROWS AI LTD,15819312,Active,Private limited company,,,2024-07-04,,,62012,8 Bockhampton Road Kingston Upon Thames KT2 5JU England
WORLD HEALTH AI LTD,15808127,Active,Private limited company,,,2024-06-28,,,56210 82302,47 Belvedere Gardens West Molesey KT8 2TB England
AI PROPERTY LAB LTD,15807882,Active,Private limited company,,,2024-06-28,,,62012 62020,128 City Road London EC1V 2NX United Kingdom
KUY AI LTD,15572023,Active,Private limited company,,,2024-03-17,,,55209 63120 79110 79120,20 Wenlock Road London N1 7GU England
AI CARE SL LIMITED,15361887,Active,Private limited company,,,2023-12-19,,,87200,Unit 13b Business Centre Boundary Way Woking GU21 5DH England
AI MANCHESTER CHARLES LIMITED,15350338,Active,Private limited company,,,2023-12-14,,,55100,5th Floor Suite A 245 Hammersmith Road London W6 8PW England
VITTI AI LTD,15821714,Active,Private limited company,,,2024-07-05,,,62012 62020,39 Gardiner Way Springfield Chelmsford CM1 6BS United Kingdom
AI RECRUIT LTD,14982917,Active,Private limited company,,,2023-07-05,,,62012,4 The Courtyard London Road C/O Intuita Newbury RG14 1AX England
ANSWER AI LTD,14983178,Active,Private limited company,,,2023-07-05,,,62012,21 Deyne Brook Court Netherthong Holmfirth HD9 3AB England
AI LONDON WATERLOO LIMITED,14980059,Active,Private limited company,,,2023-07-04,,,55100,5th Floor Suite A 245 Hammersmith Road London W6 8PW England
EDEQUITY AI LIMITED,15908967,Active,Private limited company,,,2024-08-21,,,62012,17 Brunel Way Fareham PO15 5TX England
AI INNOVATE SOLUTIONS LTD,15908901,Active,Private limited company,,,2024-08-21,,,62090,Office 6147 182-184 High Street North East Ham London E6 2JA United Kingdom
SALESKIT AI LTD,14569568,Active,Private limited company,,,2023-01-04,,,99999,Trade Fair House 2 Enterprise Road Maidstone ME15 6JD England
GROWHUB AI LTD,15929732,Active,Private limited company,,,2024-09-02,,,58290,1401 Elizabeth Tower 141 Chester Road Manchester M15 4ZG United Kingdom
AI SCHEDULER LTD,15931073,Active,Private limited company,,,2024-09-02,,,71129,Carrera Church Hill Redhill RH1 3BL United Kingdom
AI SKILLS LIMITED,15913526,Active,Private limited company,,,2024-08-23,,,62012,236a Portobello Road London W11 1LJ England
LONDON AI GROUP LTD,15914551,Active,Private limited company,,,2024-08-23,,,62012 62020,21 Lincoln Road Oxford OX1 4TB England
HEAD OF AI LTD,15915080,Active,Private limited company,,,2024-08-23,,,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
CICERO AI LTD,NI700326,Active,Private limited company,,,2023-08-09,,,62012,13 Roseville Avenue Bangor BT19 1BZ Northern Ireland
HALO AI LIMITED,15932381,Active,Private limited company,,,2024-09-03,,,62020 82990 85590,20 Wenlock Road London N1 7GU England
STUDYWYSE AI LTD,15932515,Active,Private limited company,,,2024-09-03,,,62090 63990 85600,20 Wenlock Road London N1 7GU England
AI CHAT AI ASSISTANT LTD,15096362,Active,Private limited company,,,2023-08-25,,,58290 62020 62090 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
VIRTUALITY AI LIMITED,15111673,Active,Private limited company,,,2023-09-04,,,59112,1 Worsley Court High Street Worsley Manchester M28 3NJ United Kingdom
AI FOR ENTREPRENEURSHIP LTD,14764937,Dissolved,Private limited company,,2024-09-10,2023-03-28,,,62012 62020 62090,"14764937 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
CHATGPT OPENAI AI ROBOT LTD,14771302,Dissolved,Private limited company,,2024-09-10,2023-03-31,,,62090,291 Brighton Road South Croydon CR2 6EQ United Kingdom
NORTH AI SOLUTIONS LTD,14652189,Active,Private limited company,,,2023-02-09,,,62020,Cornerblock 2 Cornwall Street Birmingham B3 2DX England
NATURAL CAPITAL AI LLP,OC453623,Active,Limited liability partnership,,,2024-09-03,,," ","25 Southborough Road London E9 7EF "
AGRO AI TECHNOLOGIES LTD,15936097,Active,Private limited company,,,2024-09-04,,,62090,167 Reede Road Dagenham RM10 8EA England
SMART AI MARKETING LTD,15938868,Active,Private limited company,,,2024-09-05,,,73110,28 Caldermill Drive Oakwood Derby DE21 2UB United Kingdom
ORBITAL AI LTD,15937233,Active,Private limited company,,,2024-09-05,,,47190,62 Bassenhally Road Whittlesey Peterborough PE7 1RR England
INFINITARY AI LTD,15657928,Active,Private limited company,,,2024-04-18,,,66300,"15657928 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
EOS-AI LTD,15935521,Active,Private limited company,,,2024-09-04,,,62012 62020 62090 63110,128 City Road London EC1V 2NX United Kingdom
PERSPECTIVES AI LTD,15936138,Active,Private limited company,,,2024-09-04,,,58290 62012 71129,42 Turners Avenue Fleet GU51 1DX United Kingdom
PROTEUS AI LIMITED,15937662,Active,Private limited company,,,2024-09-05,,,58290 62012 71122 72190,84 Lady Isle House Ferry Court Cardiff CF11 0JJ Wales
AI MORRISON LTD,14985569,Active,Private limited company,,,2023-07-06,,,68209,8-9 Orchard Place Business Centre Comp Lane Wrotham Heath Sevenoaks TN15 8QU England
AI&C GROUP LTD,15941974,Active,Private limited company,,,2024-09-06,,,62012 63990 81210 82990,43 Waveney Road Ipswich IP1 5DF England
WHITECOAT AI LTD,15117827,Active,Private limited company,,,2023-09-06,,,63120,27 Old Gloucester Street London WC1N 3AX United Kingdom
AI TOOLS LTD,15078012,Active,Private limited company,,,2023-08-17,,,99999,23a Bellmead Lane Newport PO30 2JN United Kingdom
VISIONARY AI LIMITED,15113698,Active,Private limited company,,,2023-09-04,,,62012,163 Christie Drive Huntingdon PE29 6JP England
DEVELLOPERS AI LIMITED,15939516,Active,Private limited by guarantee without share capital,,,2024-09-05,,,47910,106a Draycott Avenue London SW3 3AE England
TECH FUSION AI LIMITED,15940290,Active,Private limited company,,,2024-09-06,,,62020,16 Regent Court Great Knolly Street Reading RG1 7HW United Kingdom
AI FIRE & SECURITY SOLUTIONS LIMITED,15944604,Active,Private limited company,,,2024-09-09,,,80200 84250,138 Seabank Road Wallasey CH45 1HG United Kingdom
AI AUTOMATION CORPORATION LTD,15704711,Active,Private limited company,,,2024-05-07,,,47910,Chapel House Barn Elston Lane Grimsargh Preston PR2 5LE England
AGEMO AI LTD,14656367,Active,Private limited company,,,2023-02-11,,,62012,3rd Floor 114a Cromwell Road London SW7 4AG England
TAIGR AI LTD,15099571,Active,Private limited company,,,2023-08-28,,,70229,"Sko Accountants Ltd Unit 11 Angel Yard, 34 Snells Park London N18 2FD United Kingdom"
ILYAS AI LTD,14797835,Dissolved,Private limited company,,2024-09-17,2023-04-13,,,47990,"14797835 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
STELLAR AI LTD,14899075,Dissolved,Private limited company,,2024-09-17,2023-05-29,,,62012,41 New Street Eccleston Chorley PR7 5TW England
PICS AI LTD,15926056,Active,Private limited company,,,2024-08-30,,,62012 62020 62030,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI FUSION CONSULTING LTD,14705098,Dissolved,Private limited company,,2024-08-13,2023-03-03,,,70229,"Flat 3106, 2 Worship Street London EC2A 2FF United Kingdom"
FIN-AI LIMITED,15057610,Dissolved,Private limited company,,2024-08-13,2023-08-08,,,62020 62090,125 Queens Road Teddington TW11 0LZ England
METAFORCE AI LTD,15887759,Active,Private limited company,,,2024-08-09,,,62012,22 Elgar House Churchill Gardens London SW1V 3BS England
QUICK AI SOLUTIONS LTD,14967875,Dissolved,Private limited company,,2024-08-06,2023-06-28,,,62020 62090,Apartment 40 10 Arthur Place Birmingham B1 3DB England
SMARTHIRE AI LOGISTICS LIMITED,15883984,Active,Private limited company,,,2024-08-07,,,53201 77110,96 Aneurin Bevan Avenue Gelligaer Hengoed CF82 8ET Wales
AI CLEANING SOLUTIONS LIMITED,15049453,Active,Private limited company,,,2023-08-04,,,81210,Fairways Pendine Carmarthen SA33 4PA United Kingdom
ANIMATIC AI SOLUTIONS LTD,15894117,Active,Private limited company,,,2024-08-13,,,62020,56 Barrington Road Loughton IG10 2AX United Kingdom
LONDON AI TECHNOLOGIES LIMITED,15918459,Active,Private limited company,,,2024-08-27,,,74909,128 City Road London EC1V 2NX United Kingdom
PERSEUS AI LTD,15880727,Active,Private limited company,,,2024-08-06,,,62012,"Flat 100 Rossmore Court, Park Road, Nw1 6xz Park Road London NW1 6XZ England"
AI PRO LTD,15091081,Active,Private limited company,,,2023-08-23,,,62012,27 Old Gloucester Street London WC1N 3AX England
FOURFOUR AI LIMITED,15065304,Active,Private limited company,,,2023-08-11,,,58290,4 Badminton Road London SW12 8BN United Kingdom
PUMBA AI LTD,15846165,Active,Private limited company,,,2024-07-18,,,62012,Flat 5 18 Exeter Street London WC2E 7DU United Kingdom
ALPHA SYSTEMS AI LTD,SC819559,Active,Private limited company,,,2024-08-15,,,62012,27 Templeland Road Edinburgh EH12 8SA United Kingdom
WEB3 UNICORN AI UK LTD,15900027,Active,Private limited company,,,2024-08-15,,,62020 62090 63990 66300,39 Ludgate Hill London EC4M 7JN England
NEURALFUL AI LTD,15067975,Active,Private limited company,,,2023-08-13,,,96090,Office 6096 182-184 High Street North  East Ham London E6 2JA England
DATASTARK AI LIMITED,14860803,Active,Private limited company,,,2023-05-10,,,53201 62090 63110 72190,43 Bakersfield Wigan WN2 1BU United Kingdom
AI TALENT CONNECT LTD,15048300,Active,Private limited company,,,2023-08-03,,,78300,124 City Road London EC1V 2NX United Kingdom
AI TRADING LONDON LIMITED,15022288,Active,Private limited company,,,2023-07-24,,,47190,41 Queen Victoria Street London EC4N 4SF England
UTOPIAN AI LTD,15091169,Active,Private limited company,,,2023-08-23,,,62012,259 Eltham High Street London SE9 1TY England
CENTRAL AI SERVICES LIMITED,15322271,Dissolved,Private limited company,,2024-09-03,2023-12-01,,,62012,6 Christ Church Grove Walsall WS1 3TD England
HEALTHTECH AI & CONSULTING LTD,15920251,Active,Private limited company,,,2024-08-27,,,70229 71129,15 Manor Road Farnham GU9 9QY United Kingdom
LINGO AI LLP,OC446557,Dissolved,Limited liability partnership,,2024-09-03,2023-03-27,,," ",11 The Bourtons Newton Road Totnes TQ9 6LS United Kingdom
LEGAL AI LIMITED,15021771,Active,Private limited company,,,2023-07-24,,,69102,9 St. Margaret Drive Epsom KT18 7LB England
FLUENTO AI LIMITED,14689869,Dissolved,Private limited company,,2024-08-06,2023-02-27,,,63990,"14689869 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
FAMILY AI LTD,15889854,Active,Private limited company,,,2024-08-10,,,86900,26 Osborne Road Kingston Upon Thames KT2 5HB United Kingdom
TAMLA AI LTD,14979170,Active,Private limited company,,,2023-07-04,,,58290,"Peak Business Solutions 191, High St West Glossop SK13 8EX England"
ADVANTAGE AI CONSULTING LIMITED,15058779,Active,Private limited company,,,2023-08-08,,,62020,98 Sutherland Avenue London W9 2QR England
PORTFOLIO AI LTD,15891458,Active,Private limited company,,,2024-08-12,,,62090 64304 73200,Unit 82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
NEURO COGNITIVE AI LTD,14740223,Dissolved,Private limited company,,2024-08-20,2023-03-18,,,72110 86900,44 Mexborough Square Mexborough Square Aylesham Canterbury CT3 3NE England
AI&G ENTERPRISES LTD,14708382,Dissolved,Private limited company,,2024-08-20,2023-03-06,,,47910 47990,"14708382 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI FOR TREES LTD,14737733,Dissolved,Private limited company,,2024-08-20,2023-03-17,,,63110,1st Floor 1-3 Sun Street London EC2A 2EP United Kingdom
COSMETRICS AI LTD,14700822,Dissolved,Private limited company,,2024-08-20,2023-03-02,,,47910 62012,16 Trafalgar Way Bar Hill Cambridge CB23 8SQ England
TEAM AI LTD,14708777,Dissolved,Private limited company,,2024-08-20,2023-03-06,,,62090,"14708777 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
INTELLIGENT AI SOLUTIONS LTD,15009684,Active,Private limited company,,,2023-07-18,,,62020,20 Commerce Road Lynch Wood Peterborough PE2 6LR England
ELITE AI EDUCATION LTD,15896050,Active,Private limited company,,,2024-08-14,,,85422 85590,16 St Hilda's Avenue Leeds LS9 0BZ United Kingdom
MOLIN AI LTD,15076115,Active,Private limited company,,,2023-08-16,,,62012,124 City Road London EC1V 2NX England
AI AND GEN AI MEDIA LTD,15922175,Active,Private limited company,,,2024-08-28,,,82301 82302,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
GLIMPSES AI LIMITED,15076944,Active,Private limited company,,,2023-08-16,,,58290 62012 63110,1 Dacre Gardens Borehamwood WD6 2JR England
HEY HI AI LTD,15921513,Active,Private limited company,,,2024-08-28,,,62020,82a James Carter Road Mildenhall IP28 7DE United Kingdom
HYPERGILITY AI LTD,15813205,Active,Private limited company,,,2024-07-01,,,62020 62090 82990,Westmead House Westmead Farnborough GU14 7LP England
ONWATCH AI LTD,15884456,Active,Private limited company,,,2024-08-07,,,46510 58290 62011,Duke House Duke Street Skipton BD23 2HQ England
ASTUTE AI LTD,15025370,Active,Private limited company,,,2023-07-24,,,62012,Birches Farm Isfield Uckfield TN22 5TY England
AI COMPETITIONS LTD,15886495,Active,Private limited company,,,2024-08-08,,,47990,2 Old Bath Road Newbury RG14 1QL England
ANANTH AI LIMITED,15848109,Active,Private limited company,,,2024-07-19,,,62012,15 Limetree Close Cambridge CB1 8PF England
AI STRATEGIES LIMITED,15032126,Active,Private limited company,,,2023-07-27,,,62020,Flat 203 Iverson Point 4 Harrison Walk London SE10 0YN England
WEB3.AI LTD,15054001,Active,Private limited company,,,2023-08-07,,,62090,Q West Great West Road Brentford TW8 0GP United Kingdom
AI ANIMATION LTD,15898434,Active,Private limited company,,,2024-08-15,,,59112 62090,2 Pegasus Place Sherford Plymouth PL9 8FB United Kingdom
TECHFUSION AI CONSULTING LIMITED,15105138,Active,Private limited company,,,2023-08-30,,,71122,Flat 3 Tolchurch Dartmouth Close London W11 1DT England
MOUNTBELL AI LIMITED,15924276,Active,Private limited company,,,2024-08-29,,,62020 62090 73110 73120,"7 Copperfield Road, Coventry West Midlands, England CV2 4AQ United Kingdom"
AI ARSHAD LIMITED,15923910,Active,Private limited company,,,2024-08-29,,,47910,Office 7385 182-184 High Street North East Ham London E6 2JA United Kingdom
AI ZEUM LIMITED,15924231,Active,Private limited company,,,2024-08-29,,,47990,84 The Knares Basildon SS16 5TF England
IGENT AI LIMITED,15076495,Active,Private limited company,,,2023-08-16,,,62012 62090,3rd Floor 1 Ashley Road Altrincham WA14 2DT United Kingdom
AI PROPERTIES(UK) LTD,15953861,Active,Private limited company,,,2024-09-12,,,68100 68209,14 Coningsby Road Woodthorpe Nottingham NG5 4LG England
GROW TARGET AI LTD,15953384,Active,Private limited company,,,2024-09-12,,,62012 62020 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI CRAFT SOLUTIONS LTD,15954117,Active,Private limited company,,,2024-09-12,,,62090,39 Church Walk Worthing BN11 2LT England
GEODESIC AI LTD,15954137,Active,Private limited company,,,2024-09-12,,,63110,1 Cleopatra Close Ely CB7 4YS England
